jobs,vnd,compared_to,improvement_%
50,VND1,exchange,29.68195386434328
100,VND1,exchange,20.46301777218653
200,VND1,exchange,18.66691844286792
50,VND1,insert,0.30471654740227433
100,VND1,insert,1.0832522972505423
200,VND1,insert,9.280019399273547
50,VND2,exchange,32.72862806977808
100,VND2,exchange,20.950783744258732
200,VND2,exchange,6.702469796957505
50,VND2,insert,4.624220077300852
100,VND2,insert,1.6898660038060398
200,VND2,insert,-4.065282761605925
