pivot,jobs,avg_deviation_percent,avg_time
VND1,50,2.919011595088737,0.3162195
VND1,100,3.34557801691995,5.1979835
VND1,200,2.877525073051073,86.71684309999999
VND2,50,2.7925394045081693,0.2948322
VND2,100,3.3250610313887123,5.7007679
VND2,200,3.30082147722894,93.09321539999999
