first,best
133120,133120
124902,124897
122804,122804
127915,127786
127193,127193
128567,128567
128654,128654
128808,128808
128461,128461
131885,131885
392741,392741
390547,390354
395570,395570
396566,396566
393740,393705
399498,399498
402132,402132
410607,410607
397401,397401
404771,404325
1290973,1290251
1313275,1313275
1334478,1335682
1288662,1288662
1286518,1286065
1300126,1299937
1311358,1311333
1303796,1303796
1307808,1307708
1305309,1305171
