first,best
129026,128971
121867,122456
119860,119677
124131,124225
123114,122685
122880,123706
125894,125791
127628,126583
125083,126071
127732,128066
378507,376889
383467,387798
381589,382486
383859,388102
382997,384147
387937,389405
387163,391681
395496,399975
385894,387938
390517,394251
1256990,1256445
1274003,1280410
1296646,1307778
1270872,1273303
1252516,1253176
1257264,1272029
1268534,1281609
1266187,1274096
1266292,1267672
1278573,1288140
