first,best
379765,390421
379765,390883
379765,385989
381437,391661
381437,392945
381437,385684
381437,389715
381437,388525
381437,387410
381437,385674
381437,390421
381437,390883
381437,385989
380896,391661
380896,392945
380896,385684
380896,389715
380896,388525
380896,387410
380896,385674
380896,390421
380896,390883
380896,385989
382194,391661
382194,392945
382194,385684
382194,389715
382194,388525
382194,387410
382194,385674
382194,390421
382194,390883
382194,385989
383538,391661
383538,392945
383538,385684
383538,389715
383538,388525
383538,387410
383538,385674
383538,390421
383538,390883
383538,385989
387003,394473
387003,393116
387003,399195
387003,390084
387003,394162
387003,393553
387003,396638
387003,395970
387003,391812
387003,394635
383743,394473
383743,393116
383743,399195
383743,390084
383743,394162
383743,393553
383743,396638
383743,395970
383743,391812
383743,394635
387034,394473
387034,393116
387034,399195
387034,390084
387034,394162
387034,393553
387034,396638
387034,395970
387034,391812
387034,394635
384821,394473
384821,393116
384821,399195
384821,390084
384821,394162
384821,393553
384821,396638
384821,395970
384821,391812
384821,394635
382296,394473
382296,393116
382296,399195
382296,390084
382296,394162
382296,393553
382296,396638
382296,395970
382296,391812
382296,394635
386172,394473
386172,393116
386172,399195
386172,390084
386172,394162
386172,393553
386172,396638
386172,395970
386172,391812
386172,394635
383494,394473
383494,393116
383494,399195
383494,390084
383494,394162
383494,393553
383494,396638
383494,395970
383494,391812
383494,394635
384100,394473
384100,393116
384100,399195
384100,390084
384100,394162
384100,393553
384100,396638
384100,395970
384100,391812
384100,394635
382802,394473
382802,393116
382802,399195
382802,390084
382802,394162
382802,393553
382802,396638
382802,395970
382802,391812
382802,394635
385060,394473
385060,393116
385060,399195
385060,390084
385060,394162
385060,393553
385060,396638
385060,395970
385060,391812
385060,394635
381787,389310
381787,392814
381787,389324
381787,384243
381787,392434
381787,388075
381787,388540
381787,388086
381787,388555
381787,389963
380471,389310
380471,392814
380471,389324
380471,384243
380471,392434
380471,388075
380471,388540
380471,388086
380471,388555
380471,389963
379111,389310
379111,392814
379111,389324
379111,384243
379111,392434
379111,388075
379111,388540
379111,388086
379111,388555
379111,389963
379525,389310
379525,392814
379525,389324
379525,384243
379525,392434
379525,388075
379525,388540
379525,388086
379525,388555
379525,389963
381196,389310
381196,392814
381196,389324
381196,384243
381196,392434
381196,388075
381196,388540
381196,388086
381196,388555
381196,389963
382157,389310
382157,392814
382157,389324
382157,384243
382157,392434
382157,388075
382157,388540
382157,388086
382157,388555
382157,389963
383732,389310
383732,392814
383732,389324
383732,384243
383732,392434
383732,388075
383732,388540
383732,388086
383732,388555
383732,389963
380750,389310
380750,392814
380750,389324
380750,384243
380750,392434
380750,388075
380750,388540
380750,388086
380750,388555
380750,389963
379742,389310
379742,392814
379742,389324
379742,384243
379742,392434
379742,388075
379742,388540
379742,388086
379742,388555
379742,389963
381097,389310
381097,392814
381097,389324
381097,384243
381097,392434
381097,388075
381097,388540
381097,388086
381097,388555
381097,389963
384585,394195
384585,391241
384585,391566
384585,392117
384585,395763
384585,395362
384585,390427
384585,392042
384585,390553
384585,392435
383226,394195
383226,391241
383226,391566
383226,392117
383226,395763
383226,395362
383226,390427
383226,392042
383226,390553
383226,392435
382020,394195
382020,391241
382020,391566
382020,392117
382020,395763
382020,395362
382020,390427
382020,392042
382020,390553
382020,392435
383941,394195
383941,391241
383941,391566
383941,392117
383941,395763
383941,395362
383941,390427
383941,392042
383941,390553
383941,392435
381618,394195
381618,391241
381618,391566
381618,392117
381618,395763
381618,395362
381618,390427
381618,392042
381618,390553
381618,392435
384804,394195
384804,391241
384804,391566
384804,392117
384804,395763
384804,395362
384804,390427
384804,392042
384804,390553
384804,392435
383935,394195
383935,391241
383935,391566
383935,392117
383935,395763
383935,395362
383935,390427
383935,392042
383935,390553
383935,392435
383474,394195
383474,391241
383474,391566
383474,392117
383474,395763
383474,395362
383474,390427
383474,392042
383474,390553
383474,392435
383618,394195
383618,391241
383618,391566
383618,392117
383618,395763
383618,395362
383618,390427
383618,392042
383618,390553
383618,392435
385892,394195
385892,391241
385892,391566
385892,392117
385892,395763
385892,395362
385892,390427
385892,392042
385892,390553
385892,392435
384817,392411
384817,391787
384817,395793
384817,395726
384817,395438
384817,388629
384817,394886
384817,395647
384817,402156
384817,398320
388961,392411
388961,391787
388961,395793
388961,395726
388961,395438
388961,388629
388961,394886
388961,395647
388961,402156
388961,398320
385774,392411
385774,391787
385774,395793
385774,395726
385774,395438
385774,388629
385774,394886
385774,395647
385774,402156
385774,398320
384649,392411
384649,391787
384649,395793
384649,395726
384649,395438
384649,388629
384649,394886
384649,395647
384649,402156
384649,398320
384892,392411
384892,391787
384892,395793
384892,395726
384892,395438
384892,388629
384892,394886
384892,395647
384892,402156
384892,398320
385689,392411
385689,391787
385689,395793
385689,395726
385689,395438
385689,388629
385689,394886
385689,395647
385689,402156
385689,398320
385756,392411
385756,391787
385756,395793
385756,395726
385756,395438
385756,388629
385756,394886
385756,395647
385756,402156
385756,398320
384922,392411
384922,391787
384922,395793
384922,395726
384922,395438
384922,388629
384922,394886
384922,395647
384922,402156
384922,398320
387946,392411
387946,391787
387946,395793
387946,395726
387946,395438
387946,388629
387946,394886
387946,395647
387946,402156
387946,398320
385717,392411
385717,391787
385717,395793
385717,395726
385717,395438
385717,388629
385717,394886
385717,395647
385717,402156
385717,398320
396132,403367
396132,407872
396132,405202
396132,401688
396132,407298
396132,400149
396132,410686
396132,404060
396132,404629
396132,407354
395392,403367
395392,407872
395392,405202
395392,401688
395392,407298
395392,400149
395392,410686
395392,404060
395392,404629
395392,407354
395216,403367
395216,407872
395216,405202
395216,401688
395216,407298
395216,400149
395216,410686
395216,404060
395216,404629
395216,407354
394955,403367
394955,407872
394955,405202
394955,401688
394955,407298
394955,400149
394955,410686
394955,404060
394955,404629
394955,407354
394867,403367
394867,407872
394867,405202
394867,401688
394867,407298
394867,400149
394867,410686
394867,404060
394867,404629
394867,407354
396397,403367
396397,407872
396397,405202
396397,401688
396397,407298
396397,400149
396397,410686
396397,404060
396397,404629
396397,407354
396560,403367
396560,407872
396560,405202
396560,401688
396560,407298
396560,400149
396560,410686
396560,404060
396560,404629
396560,407354
395300,403367
395300,407872
395300,405202
395300,401688
395300,407298
395300,400149
395300,410686
395300,404060
395300,404629
395300,407354
394699,403367
394699,407872
394699,405202
394699,401688
394699,407298
394699,400149
394699,410686
394699,404060
394699,404629
394699,407354
394144,403367
394144,407872
394144,405202
394144,401688
394144,407298
394144,400149
394144,410686
394144,404060
394144,404629
394144,407354
386931,394496
386931,392423
386931,396236
386931,394977
386931,396245
386931,398860
386931,395912
386931,396302
386931,394720
386931,395167
385640,394496
385640,392423
385640,396236
385640,394977
385640,396245
385640,398860
385640,395912
385640,396302
385640,394720
385640,395167
387762,394496
387762,392423
387762,396236
387762,394977
387762,396245
387762,398860
387762,395912
387762,396302
387762,394720
387762,395167
383496,394496
383496,392423
383496,396236
383496,394977
383496,396245
383496,398860
383496,395912
383496,396302
383496,394720
383496,395167
387927,394496
387927,392423
387927,396236
387927,394977
387927,396245
387927,398860
387927,395912
387927,396302
387927,394720
387927,395167
386140,394496
386140,392423
386140,396236
386140,394977
386140,396245
386140,398860
386140,395912
386140,396302
386140,394720
386140,395167
386060,394496
386060,392423
386060,396236
386060,394977
386060,396245
386060,398860
386060,395912
386060,396302
386060,394720
386060,395167
387406,394496
387406,392423
387406,396236
387406,394977
387406,396245
387406,398860
387406,395912
387406,396302
387406,394720
387406,395167
386576,394496
386576,392423
386576,396236
386576,394977
386576,396245
386576,398860
386576,395912
386576,396302
386576,394720
386576,395167
387935,394496
387935,392423
387935,396236
387935,394977
387935,396245
387935,398860
387935,395912
387935,396302
387935,394720
387935,395167
389684,400246
389684,405838
389684,396620
389684,397785
389684,403057
389684,397959
389684,400525
389684,398203
389684,403262
389684,398713
391604,400246
391604,405838
391604,396620
391604,397785
391604,403057
391604,397959
391604,400525
391604,398203
391604,403262
391604,398713
391810,400246
391810,405838
391810,396620
391810,397785
391810,403057
391810,397959
391810,400525
391810,398203
391810,403262
391810,398713
391344,400246
391344,405838
391344,396620
391344,397785
391344,403057
391344,397959
391344,400525
391344,398203
391344,403262
391344,398713
390390,400246
390390,405838
390390,396620
390390,397785
390390,403057
390390,397959
390390,400525
390390,398203
390390,403262
390390,398713
390653,400246
390653,405838
390653,396620
390653,397785
390653,403057
390653,397959
390653,400525
390653,398203
390653,403262
390653,398713
388950,400246
388950,405838
388950,396620
388950,397785
388950,403057
388950,397959
388950,400525
388950,398203
388950,403262
388950,398713
389121,400246
389121,405838
389121,396620
389121,397785
389121,403057
389121,397959
389121,400525
389121,398203
389121,403262
389121,398713
391702,400246
391702,405838
391702,396620
391702,397785
391702,403057
391702,397959
391702,400525
391702,398203
391702,403262
391702,398713
392440,400246
392440,405838
392440,396620
392440,397785
392440,403057
392440,397959
392440,400525
392440,398203
392440,403262
392440,398713
1251549,1282726
1251549,1285401
1251549,1281027
1251549,1278143
1251549,1290019
1251549,1281043
1251549,1287353
1251549,1278946
1251549,1278013
1251549,1288803
